ID Caso,Fecha,Participante,Rol
1408,2020-11-01,Galo Gallardo Morata,Cliente
1409,2023-09-19,Régulo Zurita Domínguez,Testigo
1410,2023-01-31,María Cristina Aller,Cliente
1411,2023-08-10,Yéssica Blanes Tejedor,Testigo
1412,2021-10-26,Anselma del Peinado,Testigo
1413,2024-10-14,Clotilde Carnero,Cliente
1414,2021-09-26,Eutropio Solera,Testigo
1415,2023-04-23,Dafne Gámez Vizcaíno,Abogado
1416,2021-03-10,Aroa Tapia Mascaró,Cliente
1417,2024-03-14,Venceslás Figueras Sala,Cliente
1418,2020-11-30,Nico Niño Corral,Abogado
1419,2022-08-17,Gilberto Salom-Barral,Abogado
1420,2021-07-07,Quique Tamayo Sans,Testigo
1421,2020-12-13,Valero Estévez Lobato,Testigo
1422,2023-04-20,Samuel Crespi Blazquez,Testigo
1423,2024-06-06,Eli de Paz,Abogado
1424,2022-03-25,Mayte Ribas Montserrat,Abogado
1425,2023-01-13,Reynaldo Vives Feliu,Testigo
1426,2023-02-24,Camilo Lladó-Sarmiento,Testigo
1427,2022-04-03,Clotilde Carpio Paredes,Abogado
1428,2022-08-08,Rico Bernabé Gras Godoy,Testigo
1429,2025-02-15,Carla Ripoll-Vallejo,Cliente
1430,2023-12-19,Ámbar Aguado-Menéndez,Testigo
1431,2022-09-04,Olalla Coca Alcázar,Testigo
1432,2021-10-17,Saturnino Velázquez Falcón,Testigo
1433,2022-07-15,Hector Toro Jove,Testigo
1434,2021-09-13,Tomás Gomila Tejada,Cliente
1435,2024-08-05,Ascensión Malo Gibert,Cliente
1436,2024-04-17,Leopoldo Martí Nieto,Abogado
1437,2023-01-08,Maristela Valenzuela Portillo,Cliente
1438,2022-08-13,Rafaela Enríquez Montoya,Cliente
1439,2022-11-10,Herminio Abellán Mena,Abogado
1440,2022-01-18,Sancho de Cid,Testigo
1441,2023-01-14,Carla Cueto Vila,Abogado
1442,2023-10-01,Jordana Lillo,Cliente
1443,2023-07-20,Angelita Hernández Vila,Cliente
1444,2023-04-16,Amado Lorenzo Piña,Abogado
1445,2025-01-25,Ágata Blanco Vaquero,Cliente
1446,2020-09-20,Pío Mínguez Maestre,Testigo
1447,2023-04-13,Sofía Pedro,Abogado
1448,2020-09-24,Lino Narváez Fabregat,Testigo
1449,2024-01-15,Darío Isidoro Farré Cárdenas,Testigo
1450,2023-03-09,Inés Roldan Montserrat,Abogado
1451,2024-02-28,Nicanor Quirós Vargas,Abogado
1452,2020-10-20,Luna de Rico,Abogado
1453,2024-05-07,Armando Menendez Gual,Abogado
1454,2023-12-30,Yaiza Lasa-Barrera,Abogado
1455,2023-10-18,Marianela Rovira Vall,Testigo
1456,2022-12-01,Ramón Pérez Pardo,Abogado
1457,2022-07-12,Juan Pablo Noriega Girón,Cliente
1458,2023-07-15,Ulises del Jiménez,Abogado
1459,2024-09-22,Maxi Ferrández,Testigo
1460,2023-11-28,Pepita Luz Sáenz,Abogado
1461,2024-03-07,Miguel de Ropero,Testigo
1462,2024-01-11,Estela Duque Cifuentes,Abogado
1463,2022-04-03,Toni Navas Iglesia,Abogado
1464,2024-01-13,Miguel Ángel Mas Sanz,Cliente
1465,2024-09-27,Reyna Serna Jimenez,Abogado
1466,2023-05-14,Lino Hernandez-Padilla,Testigo
1467,2022-03-27,Roxana Águeda Sarabia Caballero,Cliente
1468,2023-10-13,Matías Casado Arco,Cliente
1469,2024-01-05,Eugenio Dueñas,Cliente
1470,2023-12-11,Aránzazu Pinto-Redondo,Abogado
1471,2024-09-23,Laura del Lara,Cliente
1472,2021-08-15,Florina Carballo,Abogado
1473,2022-03-28,Dorotea Gaya Coello,Abogado
1474,2024-01-25,Sancho Cases Molina,Abogado
1475,2023-10-26,Eliseo Roura Carreño,Cliente
1476,2021-07-16,Odalys Gordillo Girón,Cliente
1477,2024-07-14,Adriana de Carvajal,Testigo
1478,2024-02-15,Lucía Velasco-Gomis,Cliente
1479,2023-10-06,Noelia Sanmartín Anguita,Cliente
1480,2022-08-05,Leandro Hernandez,Testigo
1481,2024-02-03,Paca Ferrero Fernandez,Testigo
1482,2023-05-25,Amparo Salazar,Cliente
1483,2022-04-04,Juan Carlos Calvet-Nogueira,Abogado
1484,2023-12-24,Ruperta Jaume Quintana,Testigo
1485,2020-12-22,Marisa Cerro,Abogado
1486,2022-10-05,Luisina Quevedo-Fiol,Cliente
1487,2025-02-23,Maite Lorenzo Barragán,Abogado
1488,2023-10-30,Cleto Llobet Soria,Testigo
1489,2021-05-01,Coral Roig Bernat,Abogado
1490,2024-01-20,Encarnita Noriega,Cliente
1491,2023-11-13,Juliana Zurita Miró,Cliente
1492,2022-10-19,Julia Águila Tur,Cliente
1493,2021-06-07,Cosme Segovia Miró,Abogado
1494,2023-08-31,Teófila Cordero Portero,Testigo
1495,2023-11-19,Félix Vicente Garay,Testigo
1496,2023-06-19,Godofredo Casado Marí,Testigo
1497,2023-06-09,Chema Guardiola Cerro,Abogado
1498,2024-09-20,Cecilia Villegas,Abogado
1499,2023-05-31,Rebeca Abril Díez Vilanova,Cliente
1500,2024-09-19,Malena Aguado Ferreras,Cliente
1501,2023-06-15,Santos Salcedo Roldán,Cliente
1502,2023-08-10,Roque Mendez Arranz,Cliente
1503,2021-07-19,Imelda Renata Canales Gabaldón,Abogado
1504,2023-01-18,Leonardo Desiderio Manjón Cárdenas,Abogado
1505,2022-12-11,Seve Frías,Abogado
1506,2021-07-30,Anacleto Melero-Cabezas,Testigo
1507,2023-04-14,Catalina María Fernanda Bustos Amador,Abogado
1508,2022-06-04,Alfredo Feliu Arregui,Cliente
1509,2023-06-17,Jose Moliner-Pacheco,Abogado
1510,2020-12-15,Sonia Edelmira Baeza Carvajal,Abogado
1511,2024-09-12,Purificación Porras Fuertes,Cliente
1512,2023-07-24,Tere Moreno Rosselló,Abogado
1513,2022-12-13,Édgar Soler Samper,Cliente
1514,2022-04-29,Úrsula Cabezas Palacios,Testigo
1515,2024-03-30,Maite Pedraza Hervás,Abogado
1516,2022-09-30,Itziar Amigó Bayón,Testigo
1517,2023-04-04,Hernando del Ordóñez,Cliente
1518,2022-03-26,Alma del Mesa,Abogado
1519,2023-04-02,Plinio Seguí,Abogado
1520,2022-01-13,Adelia de Alcalde,Cliente
1521,2023-05-05,Ciro Flor,Testigo
1522,2023-03-19,Remigio Bueno-Manzanares,Abogado
1523,2022-03-30,Sara Becerra-Huertas,Testigo
1524,2023-06-30,Fabio de Becerra,Cliente
1525,2021-05-08,Inés Gil Barroso,Testigo
1526,2023-07-01,Vicenta del Esparza,Testigo
1527,2022-10-09,Rocío Dora Pujol Donoso,Testigo
1528,2024-06-20,Reynaldo de Alfaro,Testigo
1529,2024-02-28,Mireia de Rey,Cliente
1530,2024-09-15,Onofre de Asensio,Testigo
1531,2024-07-09,Constanza Boada,Testigo
1532,2023-12-24,Felipa Aragón Feijoo,Abogado
1533,2023-03-16,Rosario del Guzman,Testigo
1534,2023-11-28,Eliana del Bello,Abogado
1535,2021-07-21,Javi Carmona Arregui,Testigo
1536,2022-02-14,Maricela Anselma Uriarte Cervantes,Cliente
1537,2023-10-02,Maximiano Jerez-Pujol,Abogado
1538,2022-05-15,Mariano Jover Rincón,Testigo
1539,2024-04-28,Eligio Manolo Pujol Navas,Testigo
1540,2021-12-06,Marcial Bravo Lladó,Testigo
1541,2024-07-02,Itziar de Taboada,Cliente
1542,2023-09-24,Anselmo Arsenio Pazos Borrego,Cliente
1543,2022-09-06,Atilio Revilla Casal,Abogado
1544,2022-11-27,Samanta Cueto Salazar,Testigo
1545,2022-12-25,Dimas Sevilla Marco,Testigo
1546,2024-07-07,Palmira Canet,Testigo
1547,2022-11-19,Cruz Estefanía Llabrés Múñiz,Testigo
1548,2023-06-19,Adora Perea Sales,Cliente
1549,2024-03-04,Julio Julián Losada,Abogado
1550,2024-03-17,Porfirio Rosselló Huerta,Testigo
1551,2024-06-20,Quirino Cózar Tudela,Cliente
1552,2023-08-07,Nando Mayoral Guerrero,Abogado
1553,2024-04-13,Lucas Roig Boada,Cliente
1554,2021-06-19,Rico Escrivá Villa,Abogado
1555,2021-06-28,Iker Chacón,Abogado
1556,2023-10-08,Tadeo Solís Gilabert,Cliente
1557,2022-03-11,Jerónimo Vidal Armengol,Abogado
1558,2022-07-03,Reynaldo Valenzuela Villena,Testigo
1559,2022-09-08,Maura Ayala Gras,Abogado
1560,2024-01-28,Milagros Prat,Abogado
1561,2022-03-10,Camila Echeverría,Abogado
1562,2024-02-09,Román Vilalta Bermúdez,Testigo
1563,2023-12-05,Luna Sosa Artigas,Cliente
1564,2023-01-23,Máximo Osuna-Madrigal,Testigo
1565,2023-06-02,Marco Vall León,Cliente
1566,2024-02-03,Loreto Aguilera Zamora,Cliente
1567,2024-01-25,Benigno Castells Solé,Testigo
1568,2022-11-22,Diana Isabel Peña Benavente,Cliente
1569,2021-05-15,Segismundo Llanos,Testigo
1570,2022-04-29,Narciso Azorin Bauzà,Testigo
1571,2024-05-22,María Carmen Jenny Diez Blanch,Abogado
1572,2023-03-17,Mateo Exposito Franco,Testigo
1573,2022-04-10,Delia de Alemany,Cliente
1574,2024-11-04,Emperatriz Aguado Segura,Testigo
1575,2020-11-13,Daniel del Tenorio,Abogado
1576,2024-06-04,Amanda Expósito Valero,Cliente
1577,2024-03-07,José Fabián Osorio Llorente,Testigo
1578,2021-09-03,Emiliana Quirós,Cliente
1579,2024-05-26,Teodora Solana-Balaguer,Cliente
1580,2024-03-12,Begoña Paredes-Puig,Testigo
1581,2024-08-31,Faustino Sureda,Cliente
1582,2023-02-25,Marcio Estevez Rincón,Cliente
1583,2023-12-31,Juan Luis Reina,Testigo
1584,2022-08-06,Noelia Ballester Ballesteros,Cliente
1585,2023-04-12,Maricela Alsina-Saldaña,Cliente
1586,2022-03-26,Severino Sanmiguel,Cliente
1587,2024-02-21,Ricarda Lumbreras Garcés,Abogado
1588,2023-03-12,Antonia Garcia Castelló,Testigo
1589,2022-08-09,Teófilo Luz,Testigo
1590,2024-05-18,Ibán Monreal Exposito,Abogado
1591,2024-02-27,Plinio Galvez Mas,Abogado
1592,2021-10-15,Pepito Cortes-Bueno,Cliente
1593,2022-02-24,Ámbar Rosales Rosado,Abogado
1594,2024-06-14,Paca Pedrosa,Abogado
1595,2023-02-15,Rosa Seco-Palacio,Testigo
1596,2023-04-29,Esmeralda del Tapia,Cliente
1597,2023-11-30,Natalio Gallo Maza,Testigo
1598,2021-08-01,Eligia Carballo,Cliente
1599,2020-09-19,Bernarda Barros Morán,Testigo
1600,2023-07-13,Dalila Moles Carrillo,Abogado
1601,2023-11-06,Fátima Baquero Perea,Cliente
1602,2024-05-24,Celestina Valenzuela-Morcillo,Testigo
1603,2023-04-09,Ramona Aura Casanovas Espinosa,Testigo
1604,2021-04-14,Casandra Alvarado Márquez,Abogado
1605,2023-03-17,Carmelo Anacleto Viña Solera,Cliente
1606,2024-03-27,Ángela de Tena,Cliente
1607,2024-03-07,Lucila Aznar Losa,Testigo
1608,2022-06-12,Ariel Recio Zamorano,Cliente
1609,2023-08-31,Beatriz Donoso,Abogado
1610,2024-01-02,Fabricio Francisco Chacón,Cliente
1611,2023-08-23,Eric Portillo,Abogado
1612,2024-03-12,Lorenzo de Miguel,Cliente
1613,2022-11-29,Marcia del Campillo,Abogado
1614,2023-11-18,Pastor de Valls,Testigo
1615,2021-06-16,Leire Guijarro Ponce,Testigo
1616,2023-12-05,Zoraida Sandra Manzanares Roig,Cliente
1617,2024-03-02,Simón Gracia,Cliente
1618,2024-02-29,Juliana Rodriguez Tudela,Cliente
1619,2022-10-23,Marisol Joaquina Paredes Cuéllar,Cliente
1620,2022-04-09,Calisto Hierro Soto,Cliente
1621,2022-09-26,Efraín Amores,Testigo
1622,2023-05-31,Marita Castro Batalla,Cliente
1623,2023-09-27,Estela Frías Bustamante,Testigo
1624,2023-11-02,Agustín Verdejo-Rius,Testigo
1625,2023-12-14,Haydée del Arteaga,Testigo
1626,2022-11-26,Lisandro Crespo Agustí,Cliente
1627,2023-08-12,Encarnita Vaquero Cabrera,Cliente
1628,2023-10-05,Ale Neira Ródenas,Testigo
1629,2022-06-03,Sigfrido Coronado Pardo,Cliente
1630,2022-07-18,Lidia Bustos Manso,Testigo
1631,2021-12-04,Crescencia Abigaíl Cerdá Adán,Cliente
1632,2023-05-25,Adelina Lara Alegria,Abogado
1633,2023-01-11,Sofía Calatayud Aranda,Abogado
1634,2023-05-09,Cosme de Pi,Abogado
1635,2023-06-21,Fortunata Viana-Almeida,Cliente
1636,2021-12-17,Tiburcio Sobrino Morillo,Testigo
1637,2023-09-09,Gabriela Abascal Medina,Testigo
1638,2023-05-15,Nacio Diego-Casanova,Abogado
1639,2023-06-03,Apolonia del Páez,Abogado
1640,2023-11-26,Obdulia Casal Neira,Cliente
1641,2022-08-31,Julio César Garrido Madrid,Testigo
1642,2022-04-04,Manuela Miró Carbajo,Testigo
1643,2024-06-09,José María Serna Boada,Testigo
1644,2023-04-13,Concha Elvira Bello Diaz,Testigo
1645,2022-06-30,Fermín del Sobrino,Testigo
1646,2022-09-07,Juliana Murillo,Testigo
1647,2023-04-30,Lara Plana Llano,Abogado
1648,2020-10-27,Aura Riquelme Cano,Cliente
1649,2024-02-10,Reinaldo Duran Hidalgo,Testigo
1650,2022-08-02,Rosaura Heredia Cordero,Abogado
1651,2021-05-24,Régulo Mendez Pareja,Abogado
1652,2023-10-21,Gustavo Herrera Vigil,Cliente
1653,2024-07-15,César Rosselló,Abogado
1654,2024-08-02,Tomasa Franch Polo,Cliente
1655,2024-03-14,Quirino Vallejo,Testigo
1656,2023-05-19,Edgardo Melero Sotelo,Testigo
1657,2023-07-07,Camilo del Villena,Abogado
1658,2023-06-07,Celso Pozo Cortina,Abogado
1659,2024-03-24,Hilda Rubio,Abogado
1660,2023-06-10,Ruy Casal Pi,Testigo
1661,2023-05-22,Jesús Manrique,Testigo
1662,2022-04-15,Anabel Canales Rovira,Cliente
1663,2021-12-15,Norberto Tolosa Sanjuan,Abogado
1664,2024-02-29,Araceli Puig Heredia,Abogado
1665,2022-12-09,Cintia Echeverría Ochoa,Testigo
1666,2022-08-19,Juan Pablo del Hervia,Testigo
1667,2021-09-25,Elisabet Diéguez Arranz,Cliente
1668,2022-07-18,Fernando Larrañaga-Malo,Cliente
1669,2023-02-20,Calisto Clemente Zabala Cañizares,Abogado
1670,2024-08-01,María Dolores Reina Poza,Testigo
1671,2022-05-08,Aníbal Balaguer Salvador,Abogado
1672,2024-01-18,Cornelio del Cabello,Testigo
1673,2022-03-03,Rosalva Martínez Pinedo,Cliente
1674,2023-12-28,Paula Alcázar-Montero,Testigo
1675,2023-10-16,Wilfredo Chico Miguel,Cliente
1676,2023-05-15,Zaida Carlos Bonilla,Testigo
1677,2024-10-12,Rosa del Frías,Abogado
1678,2022-03-30,Tristán Plana Roura,Abogado
1679,2022-09-20,Sancho de Pascual,Cliente
1680,2024-01-05,Mar Maribel Serna Quirós,Abogado
1681,2021-11-15,Martina Gomis Lumbreras,Cliente
1682,2021-08-22,Regina Carnero,Testigo
1683,2023-05-22,Carina Valencia Montserrat,Abogado
1684,2022-01-13,Renata Conde Pont,Cliente
1685,2022-09-13,Concha de Viñas,Abogado
1686,2024-11-07,Morena Zaragoza Saldaña,Abogado
1687,2022-11-14,Álvaro de Gisbert,Cliente
1688,2023-05-15,Rafa Lucas Barroso,Abogado
1689,2024-08-07,Laura Almansa-Rico,Abogado
1690,2022-05-26,Joan Aragón,Abogado
1691,2022-05-22,Donato Ramirez Morcillo,Abogado
1692,2022-07-23,Martín Bilbao Sosa,Cliente
1693,2024-06-17,Irene Adadia Bou,Testigo
1694,2022-09-23,Amando Cadenas Villaverde,Abogado
1695,2020-12-22,Leticia Coronado Luís,Testigo
1696,2021-02-25,Marita Gutiérrez Gimeno,Cliente
1697,2023-10-02,Alonso Roberto Pla Sanmartín,Abogado
1698,2023-07-16,Wilfredo Pérez Ureña,Testigo
1699,2023-11-20,Catalina Corominas Vilalta,Testigo
1700,2022-05-29,Marianela Losada Almeida,Cliente
1701,2023-05-26,Domitila Gonzalo Aliaga,Testigo
1702,2024-06-12,Elodia Raya Llabrés,Cliente
1703,2021-12-07,Roldán Lago-Murillo,Abogado
1704,2023-10-30,José Antonio Ayuso Casanova,Abogado
1705,2023-01-07,Guiomar Jáuregui Arregui,Abogado
1706,2020-09-07,Eliseo Galindo,Abogado
1707,2021-02-24,Donato Lara Domingo,Cliente
1708,2024-11-11,Cándido Galvez Talavera,Cliente
1709,2024-07-19,Abril Jaén Azcona,Testigo
1710,2023-08-01,Milagros Adadia Girón,Abogado
1711,2021-10-09,Flavia Ramis-Hoyos,Cliente
1712,2023-12-02,Mayte Iniesta Roselló,Testigo
1713,2022-05-04,Alejandro Soler Atienza,Testigo
1714,2024-03-19,Gil José Mari Ribas Reguera,Cliente
1715,2025-03-10,Nereida Bonilla Garrido,Cliente
1716,2024-03-11,Jose Miguel Modesto Saura Santiago,Abogado
1717,2023-10-10,Jose Carlos Río Gaya,Cliente
1718,2021-11-01,Rosalva Ordóñez,Testigo
1719,2022-02-19,Norberto Godoy Cerezo,Cliente
1720,2024-10-07,Emilio Guardia Sosa,Abogado
1721,2022-12-17,Mayte Llano Isern,Cliente
1722,2024-04-17,Heraclio del Blasco,Testigo
1723,2023-05-16,Violeta Morcillo Rocamora,Testigo
1724,2023-03-01,Hipólito Bruno Bayo Zamorano,Testigo
1725,2023-07-14,Adelina Matilde Carrión Bello,Testigo
1726,2023-12-26,Soraya Alberola Mateos,Cliente
1727,2023-06-03,Ricarda Izquierdo-Pina,Testigo
1728,2022-04-06,Ciríaco Querol Múgica,Cliente
1729,2021-12-19,Almudena de Sarmiento,Abogado
1730,2021-09-15,Rufino del Oliva,Testigo
1731,2022-01-29,Francisco Jose Chaves Garrido,Abogado
1732,2020-09-18,Marita Almagro,Abogado
1733,2021-09-09,Josep de Leon,Abogado
1734,2022-03-19,Nicanor Iglesias Montalbán,Cliente
1735,2022-08-14,Florinda Pallarès Ramírez,Abogado
1736,2020-07-17,Iris Roma,Abogado
1737,2022-07-30,Salomé Ribes Marquez,Cliente
1738,2023-06-03,Aitor del Jerez,Testigo
1739,2022-02-18,Alonso Llamas Jerez,Testigo
1740,2023-09-30,Sonia Garriga-Roselló,Cliente
1741,2024-03-12,Arturo Ayllón Cobos,Abogado
1742,2022-01-09,Dani Berenguer Arce,Testigo
1743,2023-03-13,Evelia Natalia Fajardo Nicolau,Testigo
1744,2024-07-02,Ruben Iñiguez Garzón,Testigo
1745,2021-01-07,Espiridión Bilbao Angulo,Cliente
1746,2022-12-28,Che Jordi Pomares Tejero,Cliente
1747,2023-12-12,Luz Crespi Quintana,Cliente
1748,2023-07-05,Yésica Ariza Grande,Testigo
1749,2021-09-25,Augusto del Cervantes,Testigo
1750,2023-12-29,Emilia Bermudez Madrid,Testigo
1751,2020-07-21,Hilda Portero Martin,Cliente
1752,2024-01-23,Esperanza Morales Daza,Abogado
1753,2024-07-03,Isidora del Gomez,Testigo
1754,2024-05-16,Reynaldo Ruano Escudero,Abogado
1755,2023-01-23,Anunciación de Avilés,Cliente
1756,2020-08-03,Manuel Mármol,Cliente
1757,2021-08-10,Odalis Adán-Córdoba,Testigo
1758,2023-05-22,Arcelia Escrivá Morera,Testigo
1759,2022-05-25,Emiliana Ramirez-Maestre,Testigo
1760,2023-06-08,Ciríaco Danilo Valenzuela Cuadrado,Cliente
1761,2024-07-14,Marciano Francisco,Cliente
1762,2022-12-06,Lupita Sanchez Morera,Cliente
1763,2024-07-20,Antonio Amat Agudo,Cliente
1764,2021-03-09,Xiomara Ibañez,Cliente
1765,2023-09-12,Sabina Pedro Gallardo,Cliente
1766,2023-05-19,Flora Prado,Abogado
1767,2024-01-15,Anastasia Solano Aragón,Cliente
1768,2021-07-31,Aarón Lara Pujadas,Abogado
1769,2022-03-17,Cruz Gonzalo Bastida,Testigo
1770,2024-04-16,Maximino Tomé Paniagua,Testigo
1771,2021-10-22,Lucas Pedraza-Madrigal,Cliente
1772,2023-11-11,Odalys Perez Vázquez,Cliente
1773,2024-01-15,Odalys Amores Oller,Testigo
1774,2022-11-24,Francisca Ariño,Abogado
1775,2022-07-29,Anabel Seguí Marquez,Cliente
1776,2023-12-27,Renata Guijarro-Cazorla,Testigo
1777,2024-02-29,Evangelina Serrano Rocha,Cliente
1778,2021-11-13,Estela Torrents Villalonga,Cliente
1779,2024-03-13,Ema Taboada-Alsina,Abogado
1780,2023-02-08,Gabriela Teresa Aparicio Fuster,Cliente
1781,2022-03-20,Nando Cortes,Testigo
1782,2022-10-12,Ovidio Roura Carretero,Cliente
1783,2022-11-01,Atilio Alba-Ayala,Cliente
1784,2023-04-14,Fabiana Blanco-Cañellas,Cliente
1785,2022-03-06,Albano Olivé Céspedes,Testigo
1786,2022-10-16,Aitor Pelayo Roig,Abogado
1787,2022-11-13,Norberto Ibañez Clemente,Cliente
1788,2024-06-18,Concha Arellano Sevillano,Testigo
1789,2021-10-23,Arsenio Pozo-Bello,Abogado
1790,2023-07-04,Trini Tudela Sanz,Testigo
1791,2024-10-03,Manuel de Sáenz,Abogado
1792,2024-08-13,Manuelita Paredes Benavente,Cliente
1793,2023-07-07,Anselma Pol Llorente,Abogado
1794,2024-04-30,Bernardo Valero Bárcena,Testigo
1795,2024-10-18,Estela Cuéllar Catalán,Abogado
1796,2022-07-29,Carlota Rocha Olivares,Testigo
1797,2022-11-04,Concha Casanovas Nevado,Abogado
1798,2020-10-23,Victoriano Malo-Piquer,Cliente
1799,2021-01-03,Jennifer Pedrosa Mata,Abogado
1800,2022-10-25,Caridad Vargas-Vendrell,Cliente
1801,2024-01-03,Valentina Bastida Fajardo,Cliente
1802,2023-08-29,Javiera Godoy Olivera,Abogado
1803,2022-03-14,Elías de Dávila,Abogado
1804,2022-12-20,Víctor Daza Mariscal,Abogado
1805,2022-01-19,Fidela Cortes Lobato,Cliente
1806,2023-02-14,Juanita Morillo Roda,Testigo
1807,2021-01-29,Cirino Moliner,Abogado
1808,2024-10-04,Concepción Paniagua Abella,Testigo
1809,2023-02-23,Esther Lluch Armas,Abogado
1810,2024-08-15,Gloria Alvarez Exposito,Cliente
1811,2022-12-04,Bartolomé Piquer García,Testigo
1812,2024-03-22,Fausto Tejera Arroyo,Cliente
1813,2023-01-23,Quirino Dionisio Blasco Amo,Testigo
1814,2023-11-05,Paz Burgos Saura,Abogado
1815,2024-03-21,Bartolomé Izquierdo Parra,Abogado
1816,2023-03-11,Sergio Galán Alcalde,Testigo
1817,2021-01-03,Consuela Uriarte,Testigo
1818,2022-12-13,Alejo Bastida Lara,Abogado
1819,2024-07-30,Martirio Cerdán Duarte,Testigo
1820,2024-07-21,Bernardo Hoyos,Testigo
1821,2023-03-14,Mauricio Juliá Cueto,Abogado
1822,2024-02-23,Carla Escrivá-Paniagua,Testigo
1823,2024-10-03,Petrona Dalmau Sala,Testigo
1824,2024-04-22,Miguel Belmonte Benitez,Testigo
1825,2023-09-09,Donato Ruano Torrijos,Testigo
1826,2023-02-21,Manuel Gelabert-Zurita,Testigo
1827,2023-11-03,Aristides Clavero Rivas,Abogado
1828,2021-08-26,Nilda del Puig,Testigo
1829,2022-04-19,Angélica Úrsula Palmer Abella,Cliente
1830,2020-12-08,Cornelio Solís Cal,Abogado
1831,2021-03-22,Aura Escamilla Ferrández,Cliente
1832,2024-09-08,Agapito Ortega Sanz,Cliente
1833,2024-09-25,Carmina Coca Vilar,Cliente
1834,2024-01-18,Espiridión Rey Borrell,Cliente
1835,2024-05-13,Gloria Caridad Higueras Alberdi,Testigo
1836,2022-11-21,Pío Figueroa Nieto,Abogado
1837,2024-01-05,Marta Martín Alcaraz,Abogado
1838,2023-02-19,Edmundo Jordá,Abogado
1839,2023-08-08,María Del Carmen Vilar Palacio,Testigo
1840,2023-12-30,Clotilde Fábregas,Abogado
1841,2023-08-22,Bernardino Casado Lasa,Cliente
1842,2023-06-15,Nicodemo Guijarro Andres,Cliente
1843,2021-04-29,Jovita Parra Ariño,Testigo
1844,2023-02-02,Silvestre Carbajo,Abogado
1845,2022-01-22,Cándido Fuentes Cáceres,Testigo
1846,2022-09-08,Guadalupe Barrio Niño,Abogado
1847,2023-11-13,Ale de Jerez,Cliente
1848,2023-02-22,Natalia Lumbreras Pinto,Testigo
1849,2023-07-03,Olivia Blanca Hernández,Cliente
1850,2021-10-31,Jordán Juan Amador Alegre,Cliente
1851,2021-01-21,Miguel Múgica Ramos,Abogado
1852,2022-03-25,Nayara Ortiz,Cliente
1853,2023-05-24,José Herrera Sotelo,Testigo
1854,2021-08-19,Eufemia Pulido Segarra,Abogado
1855,2022-09-11,Ildefonso Rovira Castejón,Testigo
1856,2023-10-14,Ángela de Guitart,Testigo
1857,2023-02-06,Fortunata Sotelo Baró,Cliente
1858,2024-07-21,Samu Exposito Alcalá,Abogado
1859,2024-04-01,Ale Severo Cueto Barros,Cliente
1860,2023-07-07,Bárbara Caparrós Leiva,Abogado
1861,2024-02-03,Fidela Casares Moles,Cliente
1862,2021-11-22,Anastasia Frías,Testigo
1863,2021-03-08,Victoriano Sainz Gil,Testigo
1864,2022-02-09,Trinidad Peinado,Abogado
1865,2022-04-09,Coral Valbuena Expósito,Testigo
1866,2021-07-03,Soledad Carvajal-Hernandez,Abogado
1867,2023-12-13,Jennifer Gala Mata Gomila,Cliente
1868,2022-01-13,Anita Puerta Nebot,Abogado
1869,2022-08-08,Nidia Alemany Dueñas,Abogado
1870,2023-03-07,José Ángel Gárate Rebollo,Cliente
1871,2022-12-15,Jose Carlos Badía Pascual,Cliente
1872,2022-09-29,Melania Peñas,Testigo
1873,2023-12-03,Lorenza Milla,Abogado
1874,2021-09-09,Edelmira Estevez Pino,Testigo
1875,2024-05-28,Adolfo Ángel Herrero,Abogado
1876,2023-10-01,Mauricio Wilfredo Estrada Barral,Abogado
1877,2023-11-06,Hilda Buendía Casanova,Cliente
1878,2023-04-18,Pastor del Novoa,Cliente
1879,2024-07-21,Encarnita Eufemia Galvez Trujillo,Abogado
1880,2023-05-07,Lucho del Zamora,Cliente
1881,2023-10-01,Malena Rueda Duarte,Testigo
1882,2025-01-15,Rufina Seco Somoza,Testigo
1883,2023-07-20,Eliana Lumbreras Catalá,Abogado
1884,2024-02-06,Eulalia Dávila Oliver,Abogado
1885,2022-11-03,Roxana Malo Canet,Cliente
1886,2021-08-25,Laura Cervantes Lamas,Abogado
1887,2022-10-28,Fabricio Cañizares Córdoba,Cliente
1888,2023-01-16,Luz Natividad Roura Castell,Cliente
1889,2024-07-21,Pía Villaverde Feliu,Testigo
1890,2021-10-16,Lupe Rocha,Cliente
1891,2021-09-09,Alejo Alfredo Cid Botella,Abogado
1892,2023-05-02,Joaquina Arjona Royo,Abogado
1893,2023-04-11,Teo Lozano,Testigo
1894,2021-05-23,Chema Maestre Crespi,Cliente
1895,2023-11-18,Crescencia Somoza Lluch,Testigo
1896,2023-01-23,María Pilar Sevilla,Abogado
1897,2024-01-27,Pánfilo Batlle-Clemente,Testigo
1898,2024-04-22,Tomasa Sotelo Borrell,Abogado
1899,2021-12-05,Donato Aguiló Casas,Testigo
1900,2024-09-20,Moreno de Rozas,Abogado
1901,2022-02-04,Jonatan Cánovas Briones,Testigo
1902,2024-05-19,Bernardino Rolando Reina Sureda,Cliente
1903,2021-03-23,Juan Luis Rovira Valenciano,Cliente
1904,2025-01-13,Jafet de Terrón,Abogado
1905,2024-12-25,Gerardo Duarte Pablo,Testigo
1906,2023-12-02,Benito Ramiro Gracia Bartolomé,Abogado
1907,2023-09-26,Ceferino Taboada Núñez,Testigo
1908,2020-09-05,Noelia Cepeda Andrade,Cliente
